,term,frq_pre,frq_post,diff
159,denke,0.0003024498437342474,0.00022229922783709388,-8.01506158971535e-05
89,ausland,0.0004200692274086769,0.00033998705433908475,-8.008217306959217e-05
409,besinnen,0.0001512249218671237,7.192033841788332e-05,-7.930458344924038e-05
430,verbundenheit,0.0001512249218671237,7.192033841788332e-05,-7.930458344924038e-05
189,platz,0.00026884430554155323,0.00018960816491987422,-7.923614062167901e-05
516,beschränken,0.00011761938367442955,3.922927550066363e-05,-7.839010817376591e-05
559,verzichten,0.00011761938367442955,3.922927550066363e-05,-7.839010817376591e-05
584,klaren,0.00011761938367442955,3.922927550066363e-05,-7.839010817376591e-05
736,bewegung,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
921,zwietracht,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
748,echt,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
889,zweck,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
750,gebieten,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
890,staate,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
897,materiellen,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
907,ernste,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
911,vertrauens,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
817,echten,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
918,wagnis,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
920,erziehung,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
923,gelöbnis,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
922,stände,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
884,tatsachen,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
868,auferlegt,8.401384548173539e-05,6.538212583443938e-06,-7.747563289829145e-05
267,entscheidungen,0.00020163322915616494,0.00012422603908543483,-7.740719007073011e-05
